product_id,brand_name,product_title,price,avg_product_rating,product_tags,product_url
1474701,Nykaa Naturals,Nykaa Naturals CleanTouch 2 in 1 Face Brush & Massager for Deep Cleansing & Exfoliation,1799,3.9,FEATURED,https://www.nykaa.com/nykaa-cleantouch-facial-cleansing-brush/p/1474701
1474924,Lakme,Lakme Absolute Plush Matte Lip Crayon,680,4.1,,https://www.nykaa.com/lakme-absolute-plush-matte-lip-crayon/p/1474924
1485843,Nykaa Naturals,Nykaa Naturals Ice Roller for De-puffing and Face Toning Massage - Pink,1124,3.7,,https://www.nykaa.com/nykaa-naturals-ice-roller-for-de-puffing-and-face-toning-massage-pink/p/1485843
1485844,Nykaa Naturals,Nykaa Naturals Ice Roller for De-puffing and Face Toning Massage - Lavender,1124,3.7,,https://www.nykaa.com/nykaa-naturals-ice-roller-for-de-puffing-and-face-toning-massage-lavender/p/1485844
1485845,Nykaa Naturals,Nykaa Naturals Ice Roller for De-puffing and Face Toning Massage - Blue,1124,3.7,,https://www.nykaa.com/nykaa-naturals-ice-roller-for-de-puffing-and-face-toning-massage-blue/p/1485845
1485846,Nykaa Naturals,Nykaa Naturals Jade Comb For Hair Growth And Scalp Health - Green Jade,1889,3.7,,https://www.nykaa.com/nykaa-naturals-jade-comb-with-free-cold-pressed-oil-for-hair-growth-and-scalp-health-green-jade/p/1485846
1498580,Nykaa Naturals,Nykaa Naturals Onion & Fenugreek + Apple Cider & Vinegar + Amla & Curry Leaves Shampoo - Pack of 3,838,4.1,,https://www.nykaa.com/nykaa-naturals-amla-curry-leaves-anti-hair-onion-fenugreek-apple-cider-vinegar-shampoo/p/1498580
1502902,Nykaa Naturals,Nykaa Naturals Apple Cider Vinegar & Ginger Anti- Dandruff Shampoo and Hair Wrap Combo,674,3.8,,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-shampoo-and-towel/p/1502902
1502904,Nykaa Naturals,"Nykaa Naturals Apple Cider Vinegar & Ginger Shampoo, Conditioner & Hair Wrap - Anti Dandruff Combo",908,4.1,,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-shampoo-conditioner-and-towel/p/1502904
1502905,Nykaa Naturals,"Nykaa Apple Cider Vinegar & Ginger Anti-Dandruff Shampoo,Conditioner,Hair Mask and Wrap Combo",1232,4.1,,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-shampoo-conditioner-hair-mask-and-towel/p/1502905
2645328,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch for Pimple Care - Pack Of 2,170,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-pack-of-2/p/2645328
2645329,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch + Nykaa Tea Tree & Neem Face Wash,179,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-tea-tree-neem-face-wash/p/2645329
2645330,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch + Nykaa Sandalwood & Orange Peel Face Wash,179,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-sandalwood-orange-peel-face-wash/p/2645330
2645331,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch + Nykaa Saffron & Honey Face Wash,203,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-saffron-honey-face-wash/p/2645331
2645334,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch + Nykaa Tea Tree & Aloe Vera Sleeping Mask,206,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-tea-tree-aloe-vera-sleeping-mask/p/2645334
2645335,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch + Nykaa Retinol & Hyaluronic Acid Sleeping Mask,206,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-retinol-hyaluronic-acid-sleeping-mask/p/2645335
2645336,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch + Nykaa Rice Water & Vitamin C Sleeping Mask,206,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-rice-water-vitamin-c-sleeping-mask/p/2645336
2645338,Nykaa Naturals,Nykaa Anti Acne Combo (Spot Patch + Face Wash + Sleeping Mask),311,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-nykaa-tea-tree-neem-face-wash-nykaa-tea-tree-aloe-vera-sleeping-mask/p/2645338
2645339,Nykaa Naturals,Nykaa Tea Tree & Salicylic Acid Spot Patch for Pimple Care - Pack Of 5,425,3.8,,https://www.nykaa.com/nykaa-tea-tree-salicylic-acid-spot-patch-pack-of-5/p/2645339
